customer_id,area,time_of_day,plan_type,tenure_months,latency_ms,packet_loss_percent,churn_flag
744,HSR Layout,Evening,Premium,6,230.66166035958304,3.8113519342677993,1
745,HSR Layout,Morning,Basic,6,105.21760742632637,3.585740534137743,1
746,Electronic City,Evening,Standard,2,58.938850892995234,7.129170365980189,0
747,Whitefield,Afternoon,Standard,5,231.2094708558276,5.7120996362555365,1
748,Indiranagar,Afternoon,Premium,3,98.15740249944974,2.172151217246826,0
749,Rajajinagar,Afternoon,Standard,2,134.45483544592946,10.0,0
750,Yelahanka,Night,Basic,6,133.3007679580533,2.3963824508170304,1
751,Rajajinagar,Morning,Basic,2,169.08770685834014,2.6871638259447517,0
752,Indiranagar,Night,Standard,1,48.15123934348394,6.409531350978315,0
753,HSR Layout,Evening,Standard,1,124.9656467901262,3.598621791948113,0
754,Whitefield,Morning,Premium,2,121.66147825790043,1.304607132174485,0
755,HSR Layout,Afternoon,Standard,5,210.68558953874856,7.08082838442864,1
756,Koramangala,Morning,Standard,3,112.82204893275508,9.00617842231445,1
757,HSR Layout,Afternoon,Standard,1,123.96304379068303,1.4372323766669455,1
758,HSR Layout,Night,Standard,6,178.00797650873005,7.061147098765142,1
759,Indiranagar,Night,Basic,1,165.5700031793484,2.764437632266377,0
760,Indiranagar,Afternoon,Basic,6,103.7978397872082,0.0,0
761,Indiranagar,Afternoon,Standard,3,161.4203046299108,5.629485811532496,0
762,Rajajinagar,Evening,Basic,1,103.13107246039739,0.0,0
763,Koramangala,Night,Basic,5,180.16165281173824,2.174538749414071,1
764,Indiranagar,Night,Basic,6,131.98882644722897,3.3124365654009664,0
765,Whitefield,Evening,Basic,1,77.16754171030291,3.9177287863794175,0
766,Rajajinagar,Night,Basic,1,40.0,6.732893085759949,1
767,Electronic City,Afternoon,Standard,2,121.19908809352637,2.4666143903975444,1
768,Whitefield,Morning,Standard,5,100.81515522745076,7.489466798535342,0
769,Yelahanka,Morning,Standard,5,128.01897592476615,3.7712328438876708,0
770,Yelahanka,Night,Standard,2,137.53771136305903,1.2845033250808355,1
771,Whitefield,Evening,Premium,6,44.31265575651675,5.485669393677947,1
772,Indiranagar,Afternoon,Basic,4,103.50635106212658,8.500360168659565,0
773,Electronic City,Morning,Standard,3,133.53160999664627,2.8486049288581032,0
774,Electronic City,Afternoon,Basic,5,145.00233394334836,1.3898396867286116,0
775,Rajajinagar,Night,Standard,4,179.9114134827183,2.5584617830818033,0
776,Electronic City,Night,Premium,6,188.5272603543373,0.0,1
777,Yelahanka,Morning,Standard,3,128.0674034189846,4.764506304967807,1
778,Koramangala,Night,Standard,5,132.60619670279524,0.11942334632930063,0
779,Indiranagar,Evening,Standard,1,115.96608381709841,5.6038422150958525,1
780,Electronic City,Night,Standard,5,172.78763533267937,3.3340707699139243,0
781,Rajajinagar,Night,Basic,3,120.7743964227201,5.734506670031193,0
782,Yelahanka,Night,Standard,4,91.65893612827435,3.3428782966366857,0
783,Koramangala,Afternoon,Standard,1,56.87481931503726,5.214160610349849,0
784,HSR Layout,Afternoon,Basic,3,92.62470540043051,1.5309257376014092,1
785,HSR Layout,Morning,Basic,6,126.70650235566407,4.697454831871275,0
786,Koramangala,Morning,Premium,3,188.97788079015533,2.358746071885936,1
787,Yelahanka,Morning,Basic,5,142.27566814239506,5.524035663616436,0
788,Rajajinagar,Night,Basic,6,145.72418551317082,3.640008344352905,1
789,Koramangala,Afternoon,Standard,2,140.1686773915331,6.755689867224502,1
790,Indiranagar,Evening,Basic,2,203.99084844038762,3.3702038349895047,1
791,Indiranagar,Night,Standard,1,165.39316536059724,2.128722193714669,0
792,HSR Layout,Night,Standard,3,139.26440200514006,4.338743557838699,0
793,Electronic City,Night,Premium,4,110.06669096610852,9.861358771118466,0
794,Rajajinagar,Evening,Basic,1,76.97532086643577,6.693504038887033,1
795,HSR Layout,Morning,Standard,6,222.62265732150638,1.996548688727418,1
796,Electronic City,Evening,Premium,1,180.180902314258,3.991231417145197,0
797,Electronic City,Morning,Basic,5,130.330093052721,2.3358021199630032,0
798,Indiranagar,Evening,Basic,6,229.69785903581095,1.8232263218146736,1
799,Yelahanka,Afternoon,Premium,4,139.61863605412702,4.036121211623392,0
800,Whitefield,Night,Basic,3,99.1626677130007,3.3540020423710413,1
801,Yelahanka,Night,Basic,6,201.08307916394415,1.3974538151451585,1
802,Whitefield,Night,Basic,3,75.95046224601003,2.3535442741940296,0
803,Koramangala,Morning,Basic,3,119.9551318715966,4.134583943775085,0
804,Indiranagar,Evening,Basic,1,79.9671639363826,2.5545116841045434,0
805,Electronic City,Afternoon,Standard,5,100.03250269315788,3.9616696656526393,1
806,Rajajinagar,Evening,Standard,1,149.99150479404236,2.253663195827353,1
807,Whitefield,Night,Basic,2,156.85953524955863,5.170182320264281,0
808,Yelahanka,Afternoon,Premium,2,84.89038430712873,2.282861670803763,0
809,Electronic City,Afternoon,Standard,3,230.45800810331343,5.5853844346255,0
810,Whitefield,Night,Premium,5,40.0,3.2687801556193588,0
811,Whitefield,Evening,Premium,6,146.47854396644152,0.0,0
812,Whitefield,Night,Premium,3,147.75758629910504,3.340098408256088,1
813,Rajajinagar,Evening,Premium,6,153.174125531348,5.262652942558827,1
814,Indiranagar,Afternoon,Standard,3,183.96645132741355,2.6182352521632466,0
815,Rajajinagar,Afternoon,Premium,1,40.0,3.5096068702159773,1
816,HSR Layout,Night,Basic,3,101.2974784988097,5.561238197070857,0
817,Electronic City,Afternoon,Basic,3,147.56339325515216,7.799719801654407,0
818,Indiranagar,Morning,Premium,5,225.15383933132233,6.884158134212471,1
819,Indiranagar,Afternoon,Standard,5,110.90898755814901,4.272082840639511,0
820,Indiranagar,Morning,Premium,6,130.37984307121624,5.399289512176148,0
821,Yelahanka,Afternoon,Premium,5,176.27291490469543,4.225274222348632,0
822,Indiranagar,Night,Basic,3,79.52178909525358,0.2446105616420624,0
823,Rajajinagar,Night,Premium,5,141.12227867942028,7.165510886939515,0
824,Indiranagar,Morning,Basic,5,134.74326062421648,7.290053770788003,1
825,Koramangala,Night,Basic,4,109.53885013155853,0.0,0
826,Electronic City,Afternoon,Standard,4,165.15203702897568,3.0436955575108,1
827,Indiranagar,Afternoon,Basic,2,247.84576319214423,7.836323632225378,1
828,Electronic City,Night,Standard,1,148.68558871702731,4.547985962785458,0
829,Koramangala,Afternoon,Standard,1,40.0,1.5016322885318623,0
830,Koramangala,Evening,Basic,5,96.44416073856138,7.045531011271618,0
831,Electronic City,Evening,Premium,2,213.96547180442377,4.290176537289389,1
832,Whitefield,Afternoon,Standard,2,128.0229502662886,7.238777387839684,0
833,HSR Layout,Night,Basic,6,81.3539189877119,4.213339012728546,0
834,Yelahanka,Morning,Basic,4,177.72743623909892,0.0,0
835,Whitefield,Night,Premium,2,108.06663237376765,8.517321399952628,1
836,Whitefield,Morning,Premium,3,141.7528431775391,1.2314911360754657,0
837,Rajajinagar,Night,Basic,6,83.41489414287773,2.907061866531116,0
838,Yelahanka,Afternoon,Basic,5,119.09700682482539,7.00255775683541,1
839,Yelahanka,Evening,Premium,3,138.49235688594183,9.701829241461343,0
840,Whitefield,Night,Standard,1,134.9604786048209,3.8353610829552243,1
841,Indiranagar,Morning,Basic,4,158.7323996276173,4.894213821884071,0
842,Rajajinagar,Evening,Standard,3,150.06035194792744,1.0359625084244506,0
843,Rajajinagar,Morning,Standard,5,89.07652989189782,3.3079792079513948,0
844,Koramangala,Afternoon,Premium,3,224.2908493188492,6.744354053232971,1
845,Yelahanka,Evening,Basic,3,132.16148722202536,4.7697833683646245,0
846,Whitefield,Morning,Standard,2,72.47308655380763,8.337306110696376,0
847,Koramangala,Night,Basic,4,40.0,0.5087810995274382,0
848,Electronic City,Afternoon,Premium,1,143.7591165492626,0.4047459419718127,1
849,HSR Layout,Afternoon,Premium,5,93.68671643683601,2.288305976296696,1
850,Rajajinagar,Afternoon,Standard,6,168.64025635135846,2.4089720435650412,0
851,Electronic City,Night,Standard,6,142.41797897326146,6.391867333137646,0
852,Electronic City,Night,Standard,5,300.0,2.9728910614390034,1
853,Indiranagar,Evening,Premium,1,76.95685361584513,1.055402365056933,0
854,HSR Layout,Night,Basic,5,192.88433684257774,4.993413377599224,0
855,Electronic City,Evening,Premium,2,85.52008234610548,2.078178448451527,1
856,Electronic City,Afternoon,Basic,6,181.54784083256263,1.266056448766192,1
857,HSR Layout,Evening,Basic,6,211.15607154585314,6.6503504279760595,1
858,HSR Layout,Morning,Standard,3,122.78057768177541,7.234878449884936,1
859,Electronic City,Afternoon,Premium,2,103.53993555734321,6.447160805576042,0
860,HSR Layout,Afternoon,Premium,6,132.17089658976283,1.9139675392445792,0
861,Electronic City,Evening,Standard,2,102.84972100646422,2.52659265858889,0
862,Electronic City,Afternoon,Standard,2,220.5307683811406,5.359771255509746,1
863,Indiranagar,Night,Premium,1,130.12102106726977,5.855362242293618,1
864,Whitefield,Morning,Basic,6,161.9765668482881,3.4255955612664755,1
865,Electronic City,Evening,Premium,4,163.4443937310251,7.012689399868072,1
866,Koramangala,Evening,Standard,1,184.60943233799753,0.0,1
867,Rajajinagar,Afternoon,Basic,1,117.3994640910058,2.5681702124320953,0
868,Yelahanka,Night,Basic,2,178.36919900493072,9.538578181030854,1
869,Whitefield,Afternoon,Standard,4,205.06866147287718,3.9645724549445838,0
870,Whitefield,Afternoon,Basic,1,132.21610323315358,2.8057639926415785,1
871,Whitefield,Evening,Basic,4,73.35011319096488,5.185625225224527,0
872,Indiranagar,Afternoon,Basic,6,208.42974016012582,1.6092101510296315,1
873,Electronic City,Morning,Basic,2,148.68202957752,0.0,0
874,Indiranagar,Afternoon,Standard,1,140.20993101645084,10.0,1
875,Electronic City,Afternoon,Premium,4,173.83812479988325,1.8529416645536432,0
876,Indiranagar,Evening,Basic,5,211.45907340389195,4.555960735950933,1
877,Indiranagar,Afternoon,Standard,1,128.90109887783723,4.434328476950126,1
878,Rajajinagar,Night,Basic,1,202.7820813711478,5.238023186092692,1
879,Koramangala,Evening,Standard,1,143.60515682417625,2.0159532898029435,0
880,Indiranagar,Afternoon,Premium,4,171.1901767480254,0.0,0
881,Rajajinagar,Morning,Standard,3,109.65291044843067,2.361498568764138,0
882,HSR Layout,Morning,Premium,6,127.30874415547234,4.076408076575399,0
883,Koramangala,Evening,Standard,1,194.23382430426693,4.256437427811251,0
884,Indiranagar,Evening,Standard,5,41.78200693855811,7.907506958936985,1
885,Yelahanka,Afternoon,Standard,5,175.0223784494699,3.289831508612918,0
886,Whitefield,Night,Premium,2,158.97605030217494,4.5206084143969605,1
887,HSR Layout,Afternoon,Premium,3,223.05114537560786,2.0189214733771648,1
888,HSR Layout,Morning,Standard,3,190.30489411156145,2.5048014862787578,1
889,Rajajinagar,Night,Premium,4,148.842689755059,9.008775272956347,0
890,HSR Layout,Night,Basic,2,76.40801169993742,2.2144595613982307,1
891,Koramangala,Night,Premium,4,110.97092435639551,3.05362799914567,0
892,Indiranagar,Afternoon,Basic,2,128.65399068766467,6.714346221491253,0
893,Indiranagar,Morning,Basic,6,214.60123474788648,8.76502019258616,1
894,Yelahanka,Evening,Basic,3,180.03836033114436,6.025841195111606,0
895,Whitefield,Afternoon,Premium,6,100.24832610220729,6.03373919621686,1
896,Rajajinagar,Evening,Premium,4,160.1404552985191,0.869741888386768,0
897,Whitefield,Night,Premium,2,117.06164920850715,5.286888738646237,1
898,HSR Layout,Night,Premium,3,107.70911994292231,3.231459340300963,1
899,Yelahanka,Afternoon,Standard,3,171.42845192965942,5.182030202016757,1
900,Whitefield,Morning,Premium,1,132.77940796371334,3.3018827429819946,1
901,Koramangala,Night,Premium,4,81.78692882460332,2.5720638590500755,1
902,Indiranagar,Evening,Standard,1,181.34660128651484,0.3541848409055328,1
903,HSR Layout,Evening,Basic,3,147.60008313984116,3.7912271867350786,1
904,Yelahanka,Afternoon,Standard,4,121.68230518829685,4.429732160540589,1
905,Whitefield,Evening,Premium,4,214.6235188782337,0.0,0
906,Rajajinagar,Morning,Premium,6,193.2062095735138,2.4665311954677454,1
907,Koramangala,Night,Premium,5,146.0798825879134,3.338864537348723,0
908,Koramangala,Evening,Premium,2,54.403049631547944,5.43313889075165,0
909,Whitefield,Evening,Premium,5,195.5262049872916,2.5250681886820843,0
910,Indiranagar,Night,Premium,5,115.82894477209521,5.571494967047084,0
911,Whitefield,Afternoon,Standard,3,132.10644402305905,4.701392296050184,0
912,HSR Layout,Evening,Basic,6,124.86365052975655,6.1732218625046915,0
913,Whitefield,Afternoon,Standard,2,75.21942405048428,2.675090053483605,1
914,Koramangala,Afternoon,Standard,5,162.62530802964514,3.2940510799281584,0
915,Yelahanka,Evening,Premium,5,97.86648783449573,5.425740462701313,0
916,Whitefield,Morning,Standard,4,160.03434134205725,1.4484952273596496,0
917,Indiranagar,Afternoon,Basic,3,93.19633921821759,3.8334068945457216,1
918,Yelahanka,Evening,Basic,5,117.28285404082933,6.475298227644212,0
919,Rajajinagar,Afternoon,Standard,2,158.25582842816038,2.3332019250309006,1
920,Electronic City,Night,Standard,1,146.17792553799535,4.820102389394118,0
921,Whitefield,Morning,Basic,1,171.08520861158576,3.995612641438983,1
922,Indiranagar,Morning,Basic,3,174.8610392510184,7.671067779585408,1
923,Yelahanka,Night,Standard,1,206.6164136920702,4.204435310116912,0
924,Indiranagar,Night,Basic,4,139.96275924717418,5.334305317169066,0
925,Rajajinagar,Afternoon,Basic,4,200.34895690046025,3.58244285811595,1
926,Koramangala,Night,Basic,2,123.87975479922362,2.7051325309273713,0
927,Indiranagar,Morning,Standard,6,178.89311031992622,4.5664944495631765,0
928,Yelahanka,Night,Standard,3,196.17819829144318,2.5812114264079318,0
929,Indiranagar,Evening,Basic,3,195.98987835726157,6.5849510922664365,1
930,Indiranagar,Evening,Premium,1,67.0595164253808,6.939756340098327,1
931,Indiranagar,Afternoon,Basic,5,40.0,4.179977752842861,0
932,HSR Layout,Morning,Basic,5,167.75405038503206,2.896777478981375,0
933,HSR Layout,Evening,Basic,6,140.12577577424793,4.569117503131068,0
934,Koramangala,Night,Basic,5,154.02080447185406,0.8140199147241414,0
935,Whitefield,Evening,Basic,6,144.58350495018368,2.1074296664862056,0
936,Indiranagar,Evening,Basic,2,123.03803519534713,1.271947203035642,0
937,Rajajinagar,Afternoon,Standard,3,168.62919690837555,2.1448322445695824,0
938,Whitefield,Night,Standard,1,156.94714628398273,2.4667286937082467,0
939,Rajajinagar,Night,Standard,2,134.7598007704314,0.7855358971436153,0
940,Whitefield,Night,Premium,4,141.44689356066417,3.3346117940666695,0
941,Koramangala,Afternoon,Basic,4,170.84476390805548,3.516822515213759,1
942,Indiranagar,Night,Premium,4,110.29098812636853,5.4319662516074665,1
943,Indiranagar,Night,Basic,6,84.41412370755702,4.263898722023711,0
944,Electronic City,Evening,Standard,6,83.64322516550246,7.53066369991269,1
945,Rajajinagar,Evening,Basic,3,114.57171036483804,5.472112405863405,1
946,Whitefield,Night,Premium,4,214.22221596249258,9.854787049698084,1
947,Whitefield,Morning,Standard,6,146.63847058451847,1.1250867220404803,0
948,HSR Layout,Morning,Basic,6,106.0490035151526,6.493525937533144,0
949,Electronic City,Night,Standard,5,150.1151391170419,0.0791273282519458,0
950,Yelahanka,Morning,Basic,6,87.78546834624002,6.649783813617878,1
951,Yelahanka,Afternoon,Premium,4,130.7083018980032,4.958706901262148,1
952,HSR Layout,Evening,Standard,2,119.478924830855,3.4346603358821164,0
953,HSR Layout,Afternoon,Basic,4,73.83604165814519,4.525862018334903,0
954,HSR Layout,Evening,Basic,5,194.66152674317593,2.772687096968176,0
955,Rajajinagar,Morning,Basic,4,121.16866860740924,2.536267099996263,1
956,Rajajinagar,Morning,Standard,1,138.0782759205984,5.093880172876414,0
957,Koramangala,Night,Basic,5,174.8407014719507,0.0,0
958,Koramangala,Morning,Standard,3,157.5892401244677,4.823710811599714,1
959,HSR Layout,Morning,Premium,4,143.86012587404917,3.686291883348755,0
960,Electronic City,Night,Basic,6,128.09775874834452,3.182821027734893,1
961,Whitefield,Night,Premium,2,176.40956758815528,2.7696348406123983,0
962,Rajajinagar,Evening,Standard,4,139.63908063186784,4.590619782912799,1
963,Electronic City,Morning,Basic,2,147.20922245252575,6.579541074815485,1
964,Indiranagar,Evening,Standard,1,195.6439667222975,9.570662571575934,1
965,Rajajinagar,Evening,Standard,3,198.4762564049756,6.800436328565876,1
966,Rajajinagar,Afternoon,Standard,6,153.43603954859793,6.078658549426709,1
967,Koramangala,Morning,Basic,5,145.2305467829494,2.0303581539507647,1
968,Whitefield,Morning,Basic,5,172.79097180513747,2.5082972225242655,0
969,Whitefield,Afternoon,Premium,3,127.41719391979962,3.9886904027117014,1
970,Yelahanka,Evening,Standard,1,127.5483733743239,5.109881514335331,1
971,Yelahanka,Morning,Standard,1,136.8657384132032,2.8683236239199053,0
972,Yelahanka,Evening,Basic,4,89.07691919326089,6.9640298672859,0
973,Yelahanka,Afternoon,Premium,1,258.1191999881796,2.320344460306252,0
974,Indiranagar,Night,Premium,4,120.01501969945427,0.851398241097149,0
975,Indiranagar,Evening,Basic,2,163.38156376413428,6.59095249458135,0
976,Rajajinagar,Morning,Basic,3,139.15345916304005,4.590407983568407,0
977,HSR Layout,Night,Premium,2,174.39765192114882,3.2826044182738086,0
978,Koramangala,Evening,Premium,2,120.79695427594109,0.5727417330781734,0
979,Koramangala,Evening,Standard,2,150.8404965262276,6.461803247199603,0
980,Yelahanka,Night,Premium,2,97.48905690832927,9.946853505621828,0
981,Rajajinagar,Night,Standard,5,200.71000486810357,5.236899260224477,1
982,Electronic City,Night,Basic,1,173.07798729407324,2.4112474376402058,0
983,HSR Layout,Morning,Standard,3,69.1817389978418,4.594050336252003,0
984,Rajajinagar,Morning,Standard,3,140.70689051256971,5.40697069463092,0
985,HSR Layout,Evening,Premium,6,70.47609779296381,5.245384170606139,0
986,HSR Layout,Evening,Basic,2,100.02520279743283,1.9674768808139627,1
987,HSR Layout,Afternoon,Standard,3,186.04924144453304,2.7373723777590486,1
988,Rajajinagar,Morning,Premium,4,40.0,2.132640299666557,0
989,Yelahanka,Evening,Basic,3,192.2629670318708,4.924540509078611,1
990,Koramangala,Night,Basic,2,158.93981130783254,3.840257753639672,1
991,Koramangala,Night,Premium,3,135.99405108187872,6.87836022897497,0
992,Yelahanka,Morning,Standard,1,183.894623258465,4.617743919106772,0
993,HSR Layout,Night,Standard,2,275.14014151419804,5.780671905935774,0
994,Electronic City,Afternoon,Premium,5,73.53855468650218,3.328497853492249,0
995,Whitefield,Evening,Basic,1,224.67565032560336,0.0,1
996,Rajajinagar,Evening,Premium,3,188.32036336445975,7.36632057542788,1
997,Whitefield,Evening,Standard,5,104.76067650405403,4.3134672085542896,1
998,Yelahanka,Morning,Standard,6,166.2394198544689,5.032825671714992,1
999,Electronic City,Night,Standard,1,84.39375283863306,6.042127073616101,1
1000,Rajajinagar,Afternoon,Premium,6,115.36943909471354,4.644240740082398,0
1001,Yelahanka,Morning,Basic,4,40.0,0.0,0
1002,HSR Layout,Evening,Basic,1,72.57115029481875,3.1205276682403857,0
1003,Koramangala,Afternoon,Basic,5,159.08491407555675,2.7963346940938028,1
1004,Whitefield,Evening,Basic,6,163.51112530173916,2.879190155118879,1
1005,Indiranagar,Evening,Standard,4,162.9575839998346,3.48334943758446,0
1006,Indiranagar,Morning,Premium,6,171.80898628168407,4.138772471065275,0
1007,Electronic City,Evening,Premium,3,145.92261993043303,8.824519482704039,1
1008,HSR Layout,Afternoon,Basic,2,173.91776114258283,5.308532198776368,1
1009,Whitefield,Evening,Standard,6,193.65485398352337,5.801097511143022,1
1010,HSR Layout,Night,Standard,3,152.32023255294737,2.830957254609423,0
1011,Whitefield,Evening,Basic,2,118.28121182629067,7.718689388981267,0
1012,Electronic City,Morning,Premium,2,132.7308655847983,4.335382258625876,0
1013,Electronic City,Afternoon,Premium,5,98.18755473672039,3.962312280473473,1
1014,Indiranagar,Morning,Premium,4,182.56970014084985,0.0,1
1015,HSR Layout,Night,Basic,4,59.727431478785675,5.770152953606519,1
1016,Rajajinagar,Evening,Standard,1,132.0320687514094,6.328797981239986,0
1017,Indiranagar,Morning,Basic,3,168.4567740350295,6.2565510386478325,0
1018,HSR Layout,Morning,Basic,5,88.99606621900094,0.49150649354296405,0
1019,Indiranagar,Morning,Standard,6,70.10000385050927,6.348809316197931,1
1020,Rajajinagar,Morning,Premium,3,40.0,3.2219713844768902,0
1021,Koramangala,Night,Premium,6,125.78363629798329,0.8579213898371805,1
1022,Koramangala,Night,Premium,6,82.8245122644831,9.394070425192343,1
1023,Koramangala,Evening,Premium,6,183.83750934817317,7.782087550270133,1
1024,Koramangala,Evening,Basic,1,62.42188030221065,5.629371575506821,1
1025,Yelahanka,Afternoon,Standard,1,166.43371674821557,5.310281176325316,0
1026,Whitefield,Night,Basic,5,74.89802927578177,7.914989893111492,0
1027,Yelahanka,Morning,Basic,1,64.34482658523986,2.7813010048147,0
1028,Yelahanka,Morning,Standard,5,79.82510422038541,10.0,0
1029,Yelahanka,Afternoon,Standard,1,193.7666758351117,4.105488358510829,1
1030,Koramangala,Morning,Standard,4,79.85869364278344,6.489062605705019,0
1031,Rajajinagar,Afternoon,Basic,5,197.0961334225059,5.34791668621768,1
1032,Electronic City,Evening,Basic,4,150.1325838144179,1.4848152636958138,0
1033,Electronic City,Night,Basic,4,114.08125183985955,4.050116337265465,1
1034,Whitefield,Afternoon,Basic,5,87.3866061664654,7.710259721375212,1
1035,Koramangala,Morning,Basic,3,235.22156665743367,2.0674099626795743,1
1036,Koramangala,Afternoon,Standard,2,110.5824425364093,7.398917311094288,1
1037,Koramangala,Evening,Premium,1,110.7908248387299,5.659944721750257,1
1038,Indiranagar,Morning,Standard,6,212.55831424415453,0.725274426223181,1
1039,HSR Layout,Evening,Standard,1,221.42023949317118,3.9995347158490957,0
1040,Indiranagar,Evening,Basic,6,133.00265816793802,3.8758231335448023,0
1041,HSR Layout,Afternoon,Premium,3,199.21174750674157,1.4499857735661212,1
1042,Koramangala,Evening,Basic,2,109.37337922687988,4.751859519054914,0
1043,Koramangala,Morning,Premium,3,252.34862042381025,0.6085522548839752,1
1044,Indiranagar,Evening,Premium,2,74.43663751777036,6.194025132573178,1
1045,Indiranagar,Evening,Premium,5,94.29644010709248,1.7794785210277544,0
1046,HSR Layout,Afternoon,Basic,5,205.63693009352198,3.2183545252717156,1
1047,Electronic City,Evening,Standard,6,125.5365681229147,3.9929929249575062,0
1048,HSR Layout,Night,Basic,4,208.60817574055275,7.790693093617481,1
1049,Indiranagar,Afternoon,Basic,4,116.69036281393953,0.8364248037213438,0
1050,Rajajinagar,Afternoon,Basic,6,172.9631804522354,2.7427718261978926,0
1051,Indiranagar,Morning,Premium,5,105.35040446994462,4.385266727594246,1
1052,Rajajinagar,Morning,Premium,6,136.21283469462952,3.838196568079894,0
1053,Whitefield,Morning,Basic,4,75.97497809262703,4.274296974851274,0
1054,Indiranagar,Morning,Standard,6,137.6069788613959,3.4881730624007963,0
1055,Whitefield,Night,Premium,5,96.10922314891316,4.6992453357290245,0
1056,Electronic City,Afternoon,Standard,3,243.6275390004888,0.0,1
1057,HSR Layout,Evening,Basic,1,123.96547844824096,7.540568288631256,0
1058,Rajajinagar,Morning,Standard,5,80.11703146315648,3.823067265209246,0
1059,HSR Layout,Morning,Premium,6,174.5920765815507,10.0,0
1060,Whitefield,Morning,Standard,5,79.60580132033046,3.156269734696215,0
1061,Rajajinagar,Evening,Premium,5,183.84900038436462,6.587099075209888,1
1062,HSR Layout,Morning,Standard,4,112.10473824228012,2.1351551036105505,1
1063,Indiranagar,Evening,Basic,6,138.11402685557587,4.106531395269605,1
1064,Koramangala,Afternoon,Basic,4,130.51298456780245,1.4911779742619466,0
1065,Whitefield,Afternoon,Basic,6,127.31207697106,3.2024710817934325,1
1066,HSR Layout,Afternoon,Standard,4,143.11171677325686,2.1700570424121954,0
1067,Whitefield,Night,Basic,4,106.83895711416335,5.241169871145722,0
1068,Yelahanka,Evening,Premium,3,85.39937045404679,8.13196089193138,1
1069,Whitefield,Morning,Standard,5,141.94193865602065,5.127039168049857,0
1070,Rajajinagar,Morning,Premium,3,120.11277520840466,10.0,1
1071,Yelahanka,Morning,Premium,4,76.05193122690275,5.766888757374762,0
1072,Rajajinagar,Morning,Premium,3,170.71363001596933,1.6670693817182753,0
1073,Koramangala,Night,Premium,5,139.182811968577,10.0,1
1074,Yelahanka,Morning,Standard,5,85.6659895373767,6.277569117453882,1
1075,Indiranagar,Night,Basic,4,128.11405451166166,0.5192573723841241,1
1076,Whitefield,Evening,Premium,5,132.77254577014097,3.947165765124414,1
1077,HSR Layout,Afternoon,Premium,3,88.46084355282125,6.009019602693645,0
1078,Electronic City,Morning,Premium,2,298.12086424677824,5.409375305503509,1
1079,Whitefield,Afternoon,Standard,5,139.61057449508866,6.001288230109279,1
1080,Whitefield,Evening,Standard,3,129.0040301188714,6.544207185046291,1
1081,Koramangala,Evening,Basic,3,261.8441020207715,2.497761499839185,1
1082,Indiranagar,Morning,Standard,3,162.82928078335266,5.264815703917003,1
1083,Electronic City,Evening,Basic,5,200.43722067835424,4.534745793943825,1
1084,Yelahanka,Afternoon,Basic,2,144.71493456439126,3.3675222632874666,0
1085,Yelahanka,Morning,Standard,4,143.2117181918489,6.089157970772822,1
1086,Yelahanka,Night,Standard,4,97.23489680819984,4.493408762829991,0
1087,Rajajinagar,Morning,Basic,5,173.44430458495262,6.793958549162659,1
1088,Rajajinagar,Afternoon,Premium,5,232.43468536489462,4.775338642734321,0
1089,HSR Layout,Morning,Premium,1,218.85517287057996,3.1932883506190333,1
1090,Electronic City,Morning,Standard,6,79.47059085062827,4.400854083113389,0
1091,Yelahanka,Afternoon,Standard,2,232.9780594690526,5.704330416206705,0
1092,Rajajinagar,Morning,Premium,3,98.63119670236051,4.097503695188311,0
1093,HSR Layout,Morning,Basic,6,92.96885036260255,2.89395473792899,0
1094,Indiranagar,Afternoon,Standard,3,95.70684221247984,4.398929202293917,1
1095,HSR Layout,Evening,Basic,6,120.44868359245358,7.567712253348416,1
1096,Rajajinagar,Afternoon,Basic,4,43.36626330963257,5.6715812491622,0
1097,Koramangala,Morning,Standard,6,142.63720921190443,4.912657302300833,0
1098,Koramangala,Night,Standard,5,127.02205260809764,3.5279839038296594,0
1099,Yelahanka,Night,Basic,2,142.07591196471276,4.543497461886973,0
1100,Koramangala,Afternoon,Basic,4,115.2000285885467,1.6217234686365147,0
1101,Yelahanka,Night,Standard,6,60.40025068535617,3.554296859801214,0
1102,Yelahanka,Morning,Standard,2,126.97878064861338,5.326912078736109,0
1103,Rajajinagar,Morning,Standard,5,201.02020335979643,4.277499491356091,0
1104,Koramangala,Afternoon,Basic,3,89.49139480528063,3.073936659561378,1
1105,Yelahanka,Morning,Standard,1,96.13540577311352,0.9427107276190099,1
1106,Electronic City,Evening,Basic,2,162.74395021622203,3.692181396245349,0
1107,Indiranagar,Morning,Basic,3,78.09880996852459,2.1559955722111717,1
1108,HSR Layout,Afternoon,Standard,2,151.29059389028896,3.9326173029340556,0
1109,HSR Layout,Evening,Standard,2,162.20207188968106,4.7030984337957245,0
1110,Rajajinagar,Evening,Basic,2,111.84883599844176,7.611524739434684,1
1111,Koramangala,Night,Basic,5,102.51256736663349,6.325326223558905,1
1112,Koramangala,Morning,Standard,4,69.54758900584397,4.597267391017232,0
1113,Yelahanka,Afternoon,Basic,2,100.44691479461224,9.230712277476702,1
1114,Whitefield,Night,Basic,5,168.38839493415864,5.014796524304544,0
1115,Yelahanka,Night,Standard,1,181.9127739284849,2.212038911717606,1
1116,Indiranagar,Morning,Basic,4,143.1836380995146,3.4613338433425027,0
1117,Electronic City,Morning,Basic,5,109.27735368614364,10.0,0
